Yaw,Pitch,Temperature (C),Pressure (hPa),Humidity,Battery voltage
34,28,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,28,33,1010,0,4
32,29,33,1010,0,4
32,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
32,28,33,1010,0,4
32,27,33,1010,0,4
32,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,27,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,30,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,30,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,30,33,1010,0,4
30,29,33,1010,0,4
34,28,33,1010,0,4
32,30,33,1010,0,4
32,30,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,30,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,30,33,1010,0,4
32,29,33,1010,0,4
32,30,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,28,33,1010,0,4
32,30,33,1010,0,4
32,30,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,30,33,1010,0,4
32,28,33,1010,0,4
34,28,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,28,33,1010,0,4
32,28,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,28,33,1010,0,4
36,27,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
30,29,33,1010,0,4
30,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,27,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
36,26,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
36,28,33,1010,0,4
32,29,33,1010,0,4
34,30,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
34,28,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
30,29,33,1010,0,4
30,29,33,1010,0,4
34,27,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
32,29,33,1010,0,4
34,27,33,1010,0,4
32,29,33,1010,0,4
34,29,33,1010,0,4
34,28,33,1010,0,4
32,29,33,1010,0,4
38,26,34,1010,0,3
